2014-07-10 00:30:41,O'Reilly Media,O'Reilly Media spreads the knowledge of innovators through its books  video training  webcasts  events  and research.,Sebastopol  Cambridge  Farnham,2,"Join our webcast with @jboogie July 24 at 10am PT-- Purity vs. Pragmatism: Can You Ever Be  ""Lean Enough""? http://t.co/6Bd6Ck7q5p"
2014-07-09 21:10:06,O'Reilly Media,O'Reilly Media spreads the knowledge of innovators through its books  video training  webcasts  events  and research.,Sebastopol  Cambridge  Farnham,0,RT A@SuzAxtell   A highlight of @velocityconf was @dougireton and his daughter's session. What will you do to encourage girls in CS?...
2014-07-09 20:49:17,O'Reilly Media,O'Reilly Media spreads the knowledge of innovators through its books  video training  webcasts  events  and research.,Sebastopol  Cambridge  Farnham,2,RT @radar: Signals from Foo Camp 2014 http://t.co/GcUPK8QuIQ &gt; O'Reilly editors explore the ideas and influences that are poised to break t...
2014-07-09 18:15:22,O'Reilly Media,O'Reilly Media spreads the knowledge of innovators through its books  video training  webcasts  events  and research.,Sebastopol  Cambridge  Farnham,5,Great companies enable strong ecosystems -- @timoreilly in Digital Transformation Review No. 6 by @Capgemini http://t.co/P6C8t7dcHY
2014-07-09 10:27:46,O'Reilly Media,O'Reilly Media spreads the knowledge of innovators through its books  video training  webcasts  events  and research.,Sebastopol  Cambridge  Farnham,13,#Ebook Deal/Day: Python for Data Analysis -  $16.99 (Save 50%)  Use code DEAL http://t.co/H8Oi3FdmxB
2014-07-09 10:21:01,O'Reilly Media,O'Reilly Media spreads the knowledge of innovators through its books  video training  webcasts  events  and research.,Sebastopol  Cambridge  Farnham,2,#Video Deal/Week: Learning Git -  $49.95   Use code VDWK http://t.co/2IcG9C1Pa2
2014-07-08 22:23:29,O'Reilly Media,O'Reilly Media spreads the knowledge of innovators through its books  video training  webcasts  events  and research.,Sebastopol  Cambridge  Farnham,5,RT @skippr: In my old Sacramento hood for a talk from my @OReillyMedia book on #mobilepayments #UX! Starts at 7! @SacHackerLab http://t.co/...
2014-07-08 19:53:50,O'Reilly Media,O'Reilly Media spreads the knowledge of innovators through its books  video training  webcasts  events  and research.,Sebastopol  Cambridge  Farnham,2,"RT @therealfitz: Team Geek  by @sussman and myself  is part of @OReillyMedia's ""How Do You Rate as a Developer?"" sale: http://t.co/8Y1LTeCy..."
2014-07-08 18:10:08,O'Reilly Media,O'Reilly Media spreads the knowledge of innovators through its books  video training  webcasts  events  and research.,Sebastopol  Cambridge  Farnham,0,Julian Treasure: How to speak so that people want to listen--thanks to author @teleject for sharing http://t.co/mxshhpiYfr
2014-07-08 13:50:26,O'Reilly Media,O'Reilly Media spreads the knowledge of innovators through its books  video training  webcasts  events  and research.,Sebastopol  Cambridge  Farnham,1,Learn more about #Scala and @ApacheSpark at http://t.co/7wv7s2h8B8  with author and Spark Creator  @matei_zaharia keynoting!
2014-07-08 12:35:31,O'Reilly Media,O'Reilly Media spreads the knowledge of innovators through its books  video training  webcasts  events  and research.,Sebastopol  Cambridge  Farnham,3,How Do You Rate as a Developer? Save 50% on ebooks and videos that help you achieve excellence http://t.co/X9n5mA4pAl
2014-07-08 10:04:04,O'Reilly Media,O'Reilly Media spreads the knowledge of innovators through its books  video training  webcasts  events  and research.,Sebastopol  Cambridge  Farnham,1,#Ebook Deal/Day: Web Development with Node and Express -  $12.99 (Save 50%)  Use code DEAL http://t.co/c23b2Vk9R9
2014-07-07 18:01:51,O'Reilly Media,O'Reilly Media spreads the knowledge of innovators through its books  video training  webcasts  events  and research.,Sebastopol  Cambridge  Farnham,7,RT @oscon: Full stack or short stack? Your views on full-stack development could be featured at #OSCON - here's how: http://t.co/qdoSYtpeHm
2014-07-07 17:20:37,O'Reilly Media,O'Reilly Media spreads the knowledge of innovators through its books  video training  webcasts  events  and research.,Sebastopol  Cambridge  Farnham,20,RT @oscon: Hey  #PDX! Join #OSCON w/ free Expo Hall Plus using code OSFREE  includes 60+ office hours  community&amp;evening events http://t.co...
2014-07-07 15:48:24,O'Reilly Media,O'Reilly Media spreads the knowledge of innovators through its books  video training  webcasts  events  and research.,Sebastopol  Cambridge  Farnham,6,Free Webcast: Analyzing Data with Python Presented by: @sarah_guido Jul9 10AM http://t.co/cMn4KadhtZ
2014-07-07 14:22:39,O'Reilly Media,O'Reilly Media spreads the knowledge of innovators through its books  video training  webcasts  events  and research.,Sebastopol  Cambridge  Farnham,11,RT @thudfactor: Found this @OReillyMedia classic while visiting my parents. It is from 1993. http://t.co/HvjxeNQmra
2014-07-07 14:16:29,O'Reilly Media,O'Reilly Media spreads the knowledge of innovators through its books  video training  webcasts  events  and research.,Sebastopol  Cambridge  Farnham,10,RT @JohnSReid: One of the reasons I really love ordering from @OReillyMedia is this pops up immediately as I complete my order. http://t.co...
2014-07-07 10:23:49,O'Reilly Media,O'Reilly Media spreads the knowledge of innovators through its books  video training  webcasts  events  and research.,Sebastopol  Cambridge  Farnham,3,#Ebook Deal/Day: Getting Started with Grunt: The JavaScript Task Runner -  $10.49 (Save 50%)  Use code DEAL http://t.co/4Q01JPhLGU
